1000,1000,0.01,8.97112678204,6.19,0.099775086398,0.158935546875,0.2640625,300.0,0.0262894323875,0.0324,0.001
1000,1000,0.02,2.81426385772,2.69,0.0494767780168,0.158935546875,0.2640625,300.0,0.0351346899927,0.0234,0.0008
1000,1000,0.04,1.45128267651,1.2725,0.0244633646413,0.158935546875,0.2640625,300.0,0.0343117550732,0.0301,0.0007
1000,1000,0.08,0.755954070699,0.795,0.0118570374904,0.158935546875,0.2640625,300.0,0.0249612031572,0.028,0.0007
1000,1000,0.16,0.488300362447,0.246875,0.00629933521556,0.158935546875,0.2640625,300.0,0.0346517958352,0.0283,0.001
1000,1000,0.32,0.16799946804,0.1309375,0.00312478386922,0.158935546875,0.2640625,300.0,0.0310038891205,0.0403,0.0007
1000,1000,0.64,0.0508086377673,0.04703125,0.00226141960719,0.158935546875,0.2640625,300.0,0.0262825521014,0.0386,0.0009
2000,1000,0.01,3.00572504067,2.36,0.0496456042158,0.217529296875,0.2640625,300.0,0.0215748179383,0.0245,0.0003
2000,1000,0.02,1.85472155987,2.8025,0.0246147230182,0.217529296875,0.2640625,300.0,0.0280839894215,0.0414,0.00045
2000,1000,0.04,0.422120168039,0.615,0.0125105061944,0.217529296875,0.2640625,300.0,0.0211250519061,0.0418,0.0004
2000,1000,0.08,0.365607187258,0.41875,0.0059559273855,0.217529296875,0.2640625,300.0,0.0195787521865,0.0266,0.0005
2000,1000,0.16,0.23753619759,0.2228125,0.00237891081604,0.217529296875,0.2640625,300.0,0.0244470154672,0.02945,0.0005
2000,1000,0.32,0.0756126867103,0.04875,0.00170537499893,0.217529296875,0.2640625,300.0,0.0240015854854,0.03475,0.00055
2000,2000,0.01,6.05142684591,6.2,0.0448337025764,0.276123046875,0.2640625,300.0,0.0231093542831,0.04055,0.00045
2000,2000,0.02,3.43712137195,2.575,0.0248293240741,0.276123046875,0.2640625,300.0,0.016935882516,0.02465,0.00015
2000,2000,0.04,0.938101477139,1.3525,0.0122036511225,0.276123046875,0.2640625,300.0,0.0234152557621,0.0409,0.00035
2000,2000,0.08,0.901050386999,0.54,0.00595169079627,0.276123046875,0.2640625,300.0,0.0170720017418,0.0202,0.00035
2000,2000,0.16,0.245181548992,0.389375,0.00314991665351,0.276123046875,0.2640625,300.0,0.019542998229,0.0269,0.0005
2000,2000,0.32,0.159218290356,0.1403125,0.00123759789654,0.276123046875,0.2640625,300.0,0.0223430301601,0.0308,0.0003
2000,2000,0.64,0.031964464116,0.043828125,0.00107465222625,0.276123046875,0.2640625,300.0,0.0206272276632,0.03325,0.0005
4000,1000,0.01,1.37165498628,2.635,0.0224728051732,0.32373046875,0.2640625,300.0,0.0225140576139,0.033025,0.000225
4000,1000,0.02,0.810684834128,1.5875,0.0118531030004,0.32373046875,0.2640625,300.0,0.019462917441,0.022925,0.00015
4000,1000,0.04,0.293821158424,0.546875,0.00531207618062,0.32373046875,0.2640625,300.0,0.017761305539,0.035625,0.000225
4000,1000,0.08,0.138989710965,0.308125,0.00300190799056,0.32373046875,0.2640625,300.0,0.0225871068896,0.039225,0.000275
4000,1000,0.16,0.0571799169998,0.08328125,0.00175401777548,0.32373046875,0.2640625,300.0,0.0200626220389,0.03145,0.00035
4000,2000,0.01,2.58957019846,4.5975,0.0246347056299,0.38232421875,0.2640625,300.0,0.0152883431806,0.042425,0.000175
4000,2000,0.02,1.26782233142,2.13,0.0123161433639,0.38232421875,0.2640625,300.0,0.0236077849608,0.0132,0.0002
4000,2000,0.04,0.69493320608,0.99125,0.00634145235737,0.38232421875,0.2640625,300.0,0.0111676588059,0.030375,0.000225
4000,2000,0.08,0.277341181897,0.563125,0.00250380827856,0.38232421875,0.2640625,300.0,0.0128583339734,0.0394,0.00015
4000,2000,0.16,0.0842337999815,0.16734375,0.00140059970973,0.38232421875,0.2640625,300.0,0.0161536759053,0.0242,0.00025
4000,2000,0.32,0.0377878311083,0.074765625,0.000893415699407,0.38232421875,0.2640625,300.0,0.0213487956909,0.023275,0.00015
4000,4000,0.01,4.26346599286,6.2275,0.0223780513545,0.488525390625,0.2640625,300.0,0.0163786116064,0.05395,0.000275
4000,4000,0.02,2.13146277024,2.3475,0.0122283122085,0.488525390625,0.2640625,300.0,0.0200885868568,0.034975,0.0002
